id,title,image,category,description,location,presentation,reservation,prix
3835087,LE SUD MAKES ME HAPPY,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9SZXByaXNlLVZHLUJydW5vLU1hcnRpbmV6LVRydWN1bGVudC1QaG90b2dyYXBoaWU5LmpwZw==/image.jpg,RANDONNÉE PÉDESTRE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/le-sud-makes-me-happy-montpellier-fr-3835087/,,
4174713,ENVOL VERT SENSIBILISATION A LA PROTECTION DES FORETS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9JTUctNTUzMi0zLkpQRw==/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/envol-vert-sensibilisation-a-la-protection-des-forets-montpellier-fr-4174713/,,
4276929,BUREAU DES MONITEURS DE LA VALLEE DE L'HERAULT ET DES GARDONS - PARCOURS AVENTURE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9CdXJlYXUtZGVzLU1vbml0ZXVycy1QYXJjb3Vycy1hdmVudHVyZS5QTkc=/image.jpg,RAPPEL,, Ganges,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/bureau-des-moniteurs-de-la-vallee-de-lherault-et-des-gardons-parcours-aventure-ganges-fr-4276929/,,
3834811,"RÉSERVE NATURELLE DU LEZ, PARC DE LUNARET",https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9SZXNlcnZlLU5hdHVyZWxsZS1kdS1MZXotMDEtRXNieS13aWtpcGVkaWEzLmpwZw==/image.jpg,FLEUVES ET RIVIÈRES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/parcs-et-jardins/reserve-naturelle-du-lez-parc-de-lunaret-montpellier-fr-3834811/,,Gratuit
3835419,MUSÉE ARCHÉOLOGIQUE PAUL SOYRIS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9tdXNlZXBhdWxzb3lyaXMucG5n/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Murviel-lès-Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-archeologique-paul-soyris-murviel-les-montpellier-fr-3835419/,,2 €
3834922,MUSEE DES MOULAGES,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9NVVNFRURFU01PVUxBR0VTLU9UTS03LmpwZw==/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-des-moulages-montpellier-fr-3834922/,,
3835305,GOLF DE MASSANE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9TSVRFLVdFQi0yMDIxLS0yMi0uSlBH/image.jpg,TERRAIN DE GOLF,, Baillargues,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/golf-de-massane-baillargues-fr-3835305/,,
3835123,HUNTING TOWN MONTPELLIER ESCAPE GAME OUTDOOR AVEC GOPRO,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9Fc2NhcGUtZ2FtZS1hLU1vbnRwZWxsaWVyLmpwZw==/image.jpg,ACTIVITÉS URBAINES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/hunting-town-montpellier-escape-game-outdoor-avec-gopro-montpellier-fr-3835123/,,
4211813,ESPACE JACQUES 1ER D'ARAGON,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9TYWxsZS1Qb2x5dmFsZW50ZS0tLUVzcGFjZS1KYWNxdWVzLWQtQXJhZ29uLTAwMS0tVmlsbGUtZGUtTW9udHBlbGxpZXIuanBn/image.jpg,SALLE DE CONFÉRENCE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/espace-jacques-1er-daragon-montpellier-fr-4211813/,,
4115029,INSTITUT SUPÉRIEUR DES HAUTES ETUDES DE JORUNALISME (HEJ MONTPELLIER),https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9QSE9UTy0yMDIzLTAxLTEwLTE0LTIzLTEzLmpwZw==/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/institut-superieur-des-hautes-etudes-de-jorunalisme-hej-montpellier-montpellier-fr-4115029/,,
3911857,GROTTE DE CLAMOUSE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9jb3Vsb2lyLWJsYW5jLmpwZw==/image.jpg,GROTTES ET AVENS,, Saint-Jean-de-Fos,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/grotte-de-clamouse-saint-jean-de-fos-fr-3911857/,,"14,9 €"
3911811,CIGALE AVENTURE CANYONING,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9DSUdBTEVBVkVOVFVSRS1DQU5ZT04tT1RNLVRTRi00LkpQRw==/image.jpg,CANYONING,, Le Vigan,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/cigale-aventure-canyoning-le-vigan-fr-3911811/,,
3834790,"CHASSE AU TRÉSOR : MAMIE, J’AI  RATÉ LE FUTUR",https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC85LU1BTUlFTE9VQ0hFLU9UTS04LmpwZw==/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/chasse-au-tresor-mamie-jai-rate-le-futur-montpellier-fr-3834790/,,
4211814,GGL STADIUM - COMPLEXE SPORTIF YVES DU MANOIR,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9taHItLS1NLi1IRVNTLS0xOS0tMi5qcGc=/image.jpg,STADE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/ggl-stadium-complexe-sportif-yves-du-manoir-montpellier-fr-4211814/,,
4299222,BOARDWALK FACTORY,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9sb2dvLWJvYXJkd2Fsay1mYWN0b3J5LTIuanBn/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/boardwalk-factory-montpellier-fr-4299222/,,
3834807,TWIST AIR - SIMULATION DE CHUTE LIBRE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9UV0lTVEFJUi1PVE0tVFNGLTQuanBn/image.jpg,SIMULATEUR,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/twist-air-simulation-de-chute-libre-montpellier-fr-3834807/,,
3835190,MONTPELLIER HANDBALL - MHB,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8yMDIwMDkyNi1DSEFSVFJFUy0tUEFUUklDSUFTUE9SVC0tMjE4LS1MRU5ORS5KUEc=/image.jpg,HANDBALL,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/montpellier-handball-mhb-montpellier-fr-3835190/,,
3835030,L’EQUICOACHING BY BIAR,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8tTUctODc0Mi5qcGc=/image.jpg,ACTIVITÉS ÉQUESTRES,, Lavérune,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/lequicoaching-by-biar-laverune-fr-3835030/,,
3911793,LA DUNE CLUB,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9MQURVTkVDTFVCLU9UTS1UU0YtNC5qcGc=/image.jpg,DISCOTHÈQUE,, La Grande-Motte,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/la-dune-club-la-grande-motte-fr-3911793/,,
3834855,SPA LE NID'O,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9FLUdyaW1hdWQtMkNMVUItY29waWUuanBn/image.jpg,CENTRE DE BIEN ÊTRE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/spa-le-nido-montpellier-fr-3834855/,,
3835210,LAC DU CRÈS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9MYWNkdUNyZXMtanVpbjIwMjAtT1RNLU1vbnRwZWxsaWVyMTVvay5qcGc=/image.jpg,LACS ET PLANS D'EAU,, Le Crès,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/parcs-et-jardins/lac-du-cres-le-cres-fr-3835210/,,
3911804,LES PETITS FERMIERS DE LANSARGUES,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9JTUctMTc0Ny0yLTIuanBn/image.jpg,FERME DE DÉCOUVERTE,, Lansargues,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/les-petits-fermiers-de-lansargues-lansargues-fr-3911804/,,
3834832,LAMADOUÉ FERME ANIMALIERE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8yNzg0NDEyNTctNTc1NzY0MzY3NDI1MjIzMS00OTQ0MTk0NTMwMTY3ODg4NTUzLW4tMi5qcGc=/image.jpg,FERME DE DÉCOUVERTE,, Murviel-lès-Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/lamadoue-ferme-animaliere-murviel-les-montpellier-fr-3834832/,,9 €
3835126,PAR 4 CHEMINS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8tRFNDMDMzMC5qcGc=/image.jpg,RANDONNÉE PÉDESTRE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/par-4-chemins-montpellier-fr-3835126/,,
4308410,SENSATION AILE MASSAGES BY CECILE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8yMDI0MDEzMC0xMTIyNDUuanBn/image.jpg,CENTRE DE BIEN ÊTRE,, Lattes,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/sensation-aile-massages-by-cecile-lattes-fr-4308410/,,
3911768,PARC DE LOISIRS DES BOUSCAILLOUS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9CT1VTQ0FJTExPVVgtT1RNLTk1LTIuanBn/image.jpg,QUAD,, Castelnau-Pégayrols,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/parc-de-loisirs-des-bouscaillous-castelnau-pegayrols-fr-3911768/,,
3911769,MUSÉE MÉDARD,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9NdXNlZS1NZWRhcmQtY3JlZGl0LUF1cmVsaWUtRGVtYXJlei5qcGc=/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Lunel,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-medard-lunel-fr-3911769/,,Gratuit
4609771,DOMAINE DES GRANDS CHAIS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9kb21haW5lLWRlcy1ncmFuZHMtY2hhaXMtMTU1MTg3MzYzMS0xOTE3Ny5qcGc=/image.jpg,SALLE DE RÉCEPTION,, Mauguio,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/domaine-des-grands-chais-mauguio-fr-4609771/,,
3911704,EVASION PARAPENTE MILLAU,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9EU0MwMDM5NS5qcGc=/image.jpg,SPORTS AÉRIENS,, Millau,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/evasion-parapente-millau-millau-fr-3911704/,,
3835120,SEB ECO BIKE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC82ZjYzNTQ1OS0yYjdkLTQ3NzEtYjU1Ny1lYTAyZjlkMjU1MDguSlBH/image.jpg,VÉLO À ASSISTANCE ÉLECTRIQUE,, Castries,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/seb-eco-bike-castries-fr-3835120/,,75 €
3911817,SPELEOPARK - GROTTE DE CLAMOUSE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9ncm90dGVkZWNsYW1vdXNlLXBoaWxpcHBlY3JvY2hldC5KUEc=/image.jpg,VIA FERRATA,, Saint-Jean-de-Fos,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/speleopark-grotte-de-clamouse-saint-jean-de-fos-fr-3911817/,,
3835333,"LE JARDIN DES CINQ CONTINENTS, LE JARDIN DU MO.CO.",https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8xMjY0NzkyMjktNjcyMTY3OTMwMzI3NTI3LTMzMjY0OTIyMTc3OTYwNzMxNzctbi5qcGc=/image.jpg,"JARDINS, PARCS ET ARBORETUMS",, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/le-jardin-des-cinq-continents-le-jardin-du-mo-co-montpellier-fr-3835333/,,Gratuit
3835484,DES TOURS ET DÉTOURS AUTOUR DE MONTPELLIER,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9sYS1mb2xpZS1kZS1jYWRlbmV0LXBob3RvLXBlcnNvLTIuanBn/image.jpg,RANDONNÉE PÉDESTRE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/des-tours-et-detours-autour-de-montpellier-montpellier-fr-3835484/,,
4099645,SALLE DES RENCONTRES HÔTEL DE VILLE MONTPELLIER,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9TYWxsZS1kZXMtUmVuY29udHJlcy0wMDEtLVZpbGxlLWRlLU1vbnRwZWxsaWVyLmpwZw==/image.jpg,SALLE DE CONFÉRENCE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/salle-des-rencontres-hotel-de-ville-montpellier-montpellier-fr-4099645/,,
3911741,MUSÉE 1900,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9EU0MtMDQzOS5KUEc=/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Arpaillargues-et-Aureillac,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-1900-arpaillargues-et-aureillac-fr-3911741/,,
3834953,MISSION EXIT - ESCAPE GAME,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8wLU1JU1NJT05FWElULU9UTS1UU0YtMS5qcGc=/image.jpg,AIRE DE JEUX / PARC À JEUX,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/mission-exit-escape-game-montpellier-fr-3834953/,,
4191991,SALAGOU EN SCENE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9BRkZJQ0hFLTIwMjQtMi5wbmc=/image.jpg,SALLE DE CONCERT,, Clermont-l'Hérault,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/salagou-en-scene-clermont-lherault-fr-4191991/,,
3834832,LAMADOUÉ FERME ANIMALIERE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8yNzg0NDEyNTctNTc1NzY0MzY3NDI1MjIzMS00OTQ0MTk0NTMwMTY3ODg4NTUzLW4tMi5qcGc=/image.jpg,FERME DE DÉCOUVERTE,, Murviel-lès-Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/lamadoue-ferme-animaliere-murviel-les-montpellier-fr-3834832/,,9 €
4609771,DOMAINE DES GRANDS CHAIS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9kb21haW5lLWRlcy1ncmFuZHMtY2hhaXMtMTU1MTg3MzYzMS0xOTE3Ny5qcGc=/image.jpg,SALLE DE RÉCEPTION,, Mauguio,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/domaine-des-grands-chais-mauguio-fr-4609771/,,
3835284,SUD DE FRANCE ARENA,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9BcmVuYS1TdWQtZGUtRnJhbmNlLmpwZw==/image.jpg,SALLE DE CONCERT,, Pérols,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/sud-de-france-arena-perols-fr-3835284/,,
3834789,DOMAINE DE VERCHANT SÉMINAIRES & ÉVÈNEMENTS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9FVkVOVC1ET01BSU5FREVWRVJDSEFOVC1PVE0tMi5qcGc=/image.jpg,SALLE DE RÉCEPTION,, Castelnau-le-Lez,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/domaine-de-verchant-seminaires-evenements-castelnau-le-lez-fr-3834789/,,
3835419,MUSÉE ARCHÉOLOGIQUE PAUL SOYRIS,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9tdXNlZXBhdWxzb3lyaXMucG5n/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Murviel-lès-Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-archeologique-paul-soyris-murviel-les-montpellier-fr-3835419/,,2 €
3835077,MO.CO. PANACÉE,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC8tRFNDOTIyNC1OaWNvbGFzLUJyYXNzZXVyLmpwZw==/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/mo-co-panacee-montpellier-fr-3835077/,,Gratuit
5015653,ESCAL’OSUD CANYONING,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9FU0NBTE9TVUQtT1RNLTEtMi5qcGc=/image.jpg,CANYONING,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/escalosud-canyoning-montpellier-fr-5015653/,,
3880437,"CITÉ DES ARTS, CONSERVATOIRE À RAYONNEMENT RÉGIONAL DE MONTPELLIER MÉDITERRANÉE MÉTROPOLE",https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9jaXRlLWRlcy1hcnRzLWNvbnNlcnZhdG9pcmUtYS1yYXlvbm5lbWVudC1yZWdpb25hbDUuanBn/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/cite-des-arts-conservatoire-a-rayonnement-regional-de-montpellier-mediterranee-metropole-montpellier-fr-3880437/,,
3911741,MUSÉE 1900,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9EU0MtMDQzOS5KUEc=/image.jpg,"MUSÉES, CENTRES D'INTERPRÉTATION ET COLLECTIONS",, Arpaillargues-et-Aureillac,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/patrimoine-et-musees/tout-le-patrimoine-musees-monuments/musee-1900-arpaillargues-et-aureillac-fr-3911741/,,
4115029,INSTITUT SUPÉRIEUR DES HAUTES ETUDES DE JORUNALISME (HEJ MONTPELLIER),https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9QSE9UTy0yMDIzLTAxLTEwLTE0LTIzLTEzLmpwZw==/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/institut-superieur-des-hautes-etudes-de-jorunalisme-hej-montpellier-montpellier-fr-4115029/,,
3835055,THE GREAT ESCAPE GAME,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC90aGUtZ3JlYXQtZXNjYXBlLWdhbWUtLS1mYWNlYm9vay0xLmpwZw==/image.jpg,ESCAPE GAME,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/the-great-escape-game-montpellier-fr-3835055/,,
3835290,LSF (FRENCH LANGUAGE SCHOOL) - IEF (INSTITUT EUROPÉEN DE FRANÇAIS),https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9ORVctTFNGLS0tU2VwdGVtYnJlLTIwMTYtNS0yLmpwZw==/image.jpg,ACTIVITÉS CULTURELLES,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/lsf-french-language-school-ief-institut-europeen-de-francais-montpellier-fr-3835290/,,
4661186,MONTPELLIER HERAULT RUGBY,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9hcGkudG91cmlzbS1zeXN0ZW0uY29tL3N0YXRpYy9hc3NldHMvaW1hZ2VzL3Jlc2l6ZXIvbm9faW1nLmpwZw==/image.jpg,STADE,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/montpellier-herault-rugby-montpellier-fr-4661186/,,
3835195,LE PETIT PARADIS DE VENDARGUES,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9MRS1QRVRJVC1QQVJBRElTLU9UTS02LmpwZw==/image.jpg,PARC ANIMALIER,, Vendargues,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/le-petit-paradis-de-vendargues-vendargues-fr-3835195/,,8 €
4961255,SWIM STARS MONTPELLIER  ECOLE DE NATATION,https://api.cloudly.space/resize/cropratioresize/460/345/60/aHR0cHM6Ly9jZHQzNC5tZWRpYS50b3VyaW5zb2Z0LmV1L3VwbG9hZC9Td2ltLVN0YXJzLU1vbnRwZWxsaWVyLTYtMy5qcGc=/image.jpg,NATATION,, Montpellier,https://www.montpellier-tourisme.fr/sejourner/loisirs-et-activites/tous-les-loisirs-et-activites/swim-stars-montpellier-ecole-de-natation-montpellier-fr-4961255/,,20 €
